project,distribution,loc,scale
salsa.debian.org_webmaster-team_tests/test_webwml,gamma,2.899424813183537,883982965.4835947
pingcap_tidb,powerlaw,2.002573034409324,1431609480.7196698
leigh123linux_mplayer,rayleigh,952138448.5052534,175909700.96954712
foolip_ecosystem-infra-rotation,norm,1541360414.0443156,9442281.890147833
kiang_pharmacies,powerlaw,0.9934565956917272,1580815359.9999998
anongit.kde.org_calligra,norm,1210352906.1391697,147061084.42405936
OTRS_otrs,cauchy,1270705994.0220704,72854330.6234993
joseedil_ptolemyII,gamma,2.819860226703581,838525688.6058486
77kumiya_nju_ics,powerlaw,1.0314427492637155,1502547956.284452
bitbucket.org_mukolwemike_crims,norm,1510758307.5469604,19942871.122930624
mjdescy_mjdescy.github.io,powerlaw,1.085295032938003,1515034183.0870018
sujitroy_X00TD_aosp,powerlaw,17.531028791284292,-622903296.096031
Uintah_Uintah,cauchy,1084851768.2586396,78144141.1015639
camille1113_cs126,expon,0.0,5523706.007947849
jbossws_jbossws-common-tools,norm,1295118460.1959772,111601152.20713346
apache_spark,rayleigh,1342633339.337279,106803205.61209863
facebook_rocksdb,cauchy,1535859077.030861,33235957.031343132
MilJ19LF_releng-builder,gamma,13.188998283623455,1331177470.989097
Bronnyl-Dias_innovation-funding-service,cauchy,1488853530.7216578,15154545.509677252
PhoneJ2ME_lime,rayleigh,1156306254.521385,39801016.42035682
microsoft_vscode,powerlaw,1.302226245278296,1446139123.9908416
gitlab.com_lfagundes_tiki,powerlaw,4.251009981412839,838039229.5803723
lesthack_dailyupdate,powerlaw,0.5664998288695107,1459982561.9999998
ImageMagick_ImageMagick,cauchy,1353893510.584103,37849588.611824535
s4l1h_mmc,powerlaw,1.2438251598096735,1388241844.9865675
JTuwiner_bitcoinclock,powerlaw,3.7706380845417486,1529136408.4484463
neo4j_neo4j,powerlaw,1.4415138926210407,1179866317.0125985
jonchang_homebrew-core-sharded,powerlaw,2.939432076560779,1198107780.514237
material-components_material-components-web,norm,1523436277.066721,46790201.16243542
saby_Controls,powerlaw,1.6534542881909533,1409545613.4294686
suttacentral_bilara-data,norm,1598621579.793637,10885398.37758131
scala_scala,norm,1305940029.6581283,142856234.2553996
spacewalkproject_spacewalk,powerlaw,1.2422274931677908,1210258908.327049
ELTE-DH_speedtest-cli-results,powerlaw,0.9503718204268188,1601899067.9999995
matplotlib_matplotlib,powerlaw,1.4145188315507342,1052232759.3527164
refade_refade,expon,1506558068.0,1988321.1217093468
bitbucket.org_atlassian_atlaskit-mk-2,powerlaw,1.099580242922141,1463352170.0263453
TheDimPause_thedimpause.github.io,norm,1514730499.471768,11381213.069214677
JGRennison_OpenTTD-patches,cauchy,1279997694.7472734,69475723.2642715
crypdick_climate911,uniform,1538406000.0,25228800.0
Lothiraldan_cvs,norm,1364808345.370054,136793811.91262144
MarlinFirmware_Marlin,norm,1501806236.9181552,68166723.69843376
0532_HT-Contributions,powerlaw,0.6134775042660818,1419132643.9999998
stan-dev_stan,gamma,2.236230735606947,1313425402.7504473
hashicorp_terraform,rayleigh,1404503195.2619426,75321571.33168556
wikimedia_parsoid,gamma,8.513032521581767,1262261843.7438087
moppspace_moppspace,powerlaw,1.9772126400047405,1556423609.2484603
zendframework_zendframework,cauchy,1357103111.297039,31998450.82745775
tmtmtmtm_afghanistan-assembly,gamma,62.35916453985743,1366501816.3415818
toxtli_deprecated,powerlaw,0.9036938188815506,1483289999.9999998
aws_opsworks-cookbooks,cauchy,1354588119.146935,18504593.535942636
denis-gz_qtbase,powerlaw,1.0247274658575276,1268666171.5663934
Azure_azure-sdk-for-net,powerlaw,4.042430416453419,1300194709.4781647
pbaffiliate1_testRepository,cauchy,1526092646.725865,24794608.250849552
eclipse_jgit,rayleigh,1249219789.3673024,145989487.05713508
ARMmbed_mbed-os,cauchy,1536024213.3089921,27300450.595296722
mrkrstphr_illacceptanything,rayleigh,971219382.8956984,278241728.9446848
Dawjaw_TechnoPingGood_XP,powerlaw,3.596935996646902,1583913243.541257
bitbucket.org_abpccs_skyline,powerlaw,1.5222650361500714,1328715490.6919985
elastic_elasticsearch,powerlaw,2.2042525492019847,1229379595.9206119
SemanticWebBuilder_SWBSocialBundle,rayleigh,1202215294.0474155,95624729.09169294
gitlab.com_gitlab-com_www-gitlab-com,rayleigh,1289648061.74001,141919562.97918847
magento_magento2,norm,1465821792.0347183,92992915.725181
astropy_astropy,norm,1480731846.3458664,86605702.09177396
openstack_neutron,gamma,273.02945341332065,488676144.12052345
ghzmdr_i-want-that-shirt,cauchy,1414508333.4087343,1218.9538745559078
P79N6A_gecko-dev-comments-removed,powerlaw,2.000532751199759,1563815360.9761362
ynnsn_weather,gamma,313.32686215315266,1223476024.1757336
testingcomit_testingfake,powerlaw,1.021410068073,915190220.7657654
flutter_flutter,powerlaw,3.9089638293045272,1311302587.614086
electron_electron,norm,1518650271.7712212,49423148.80484614
MyProgrammingStyle_hotspot,norm,1365152603.0060337,77271353.07230362
ncatlab_nlab-content,cauchy,1505645354.4280138,37022.66143600161
sujaypat_cs241,expon,0.0,28525936.6773077
coolanant_24hrs-automated-commits,norm,1563411761.2075956,223285.6335117373
vt-alt_specs,lognorm,3.034559429892579,1519662724.682876
yedaoq_icu46,norm,1336037418.7601023,50544935.30718046
ssbattousai_Cuda15,uniform,1458836968.0,4352068.0
PX4_Firmware,norm,1488854863.7081857,72715873.2808311
jthub_ega-file-transfer-to-collab-5-jtracker,exponpow,0.8958570923839422,1499362280.9999995
zeit-github-test_github-e2e-tests,gamma,7.450114628143778,1545843798.7016268
tvdijen_krb5,norm,1177283705.0327153,119641224.14611122
facebook_react-native,gamma,65.32706454619188,1059910727.2641284
GreatFruitOmsk_pyobjc-mirror,cauchy,1523595536.0541697,10544568.009272695
arco_samsung-kernel-msm7x30,cauchy,1425194292.2832758,38412688.40917737
gwuhaolin_adbot,powerlaw,1.0993378329410408,1517391489.2135746
fossgis_www.openstreetmap.de,rayleigh,1168579216.7639709,68488114.67593472
fuel_core,gamma,15.756102770341354,1079259086.2243633
hassy_productivity,powerlaw,1.6737796632229713,502858030.87104857
Homebrew_homebrew,norm,1383161429.929048,57408449.0859274
svininykh_freeciv-translations,powerlaw,1.3592189557549545,886971123.7250619
ad-m_wordpress-i18n,cauchy,1479389890.7049694,20641439.15842292
apache_camel,powerlaw,1.8522365488180448,1147469343.076311
grpc_grpc,gamma,10.358999850161371,1325451779.2907276
0x0u_kusamori,norm,1560867498.4128804,3935.0231547637886
RocketChat_Rocket.Chat,rayleigh,1421219700.59547,73498489.38857146
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/linux-bluetooth/0,cauchy,1358110850.5222216,75801057.65382612
python_cpython,cauchy,1297013529.1642256,114309900.3227345
kaapow_kaapow.github.io,powerlaw,0.8017171268628822,1524243222.9999995
UIUC-PPL_charm,cauchy,1507210440.435043,32967819.87300664
gitlab.com_iabak_shard3,powerlaw,0.863510863317783,1428969799.9999998
jritorto_csrg,powerlaw,1.0163623043578638,313199806.8479885
papyri_idp.data,powerlaw,1.4849554795847753,1227537606.7891197
timhuynh94_231AS,rayleigh,1558116208.3306823,1289091.7897751548
fink_fink-distributions,rayleigh,998159784.6487226,191065753.2743239
opendaylight_bgpcep,powerlaw,1.1897725770156957,1374183380.35248
pbaffiliate1_repoForTest,powerlaw,0.9097445226683629,1422375654.9999998
fairynut_sslchallenge,powerlaw,0.9869151673589354,1476599882.9999995
hmcts_cnp-flux-config,powerlaw,1.857641293729103,1551173511.2273011
uhramovich_old,cauchy,862526256.027331,9276918.128128469
repo.or.cz_docutils,gamma,1.2136351292668923,1017085408.7944136
TalibAzir_AllahPadishah,gamma,2.184619094440617,1504995032.4824414
qmk_qmk_firmware,cauchy,1547904928.961822,26320995.528795555
bitbucket.org_lindenlab_viewer,gamma,5.218331952575471,1163559030.254164
cocos2d_cocos2d-x,cauchy,1389739550.7194598,29093967.635691367
snapcore_snapd,gamma,11.851328268891297,1359330293.0992916
sandsmark_scp-wiki,powerlaw,53669893.28136966,-3071756652145367.0
jyknight_llvm-monorepo-old1,powerlaw,2.0504258132767585,974671606.2174561
GNOME_gimp,powerlaw,1.6238607157580183,849824983.2918556
GNOME_gnome-shell,powerlaw,2.526433961181869,776426665.1619639
zephyrproject-rtos_zephyr,norm,1543243512.742939,43658308.23675159
addflowinc_libmicrohttpd2,norm,1326874906.3820791,70876903.47181538
roatis2_CS225,expon,0.0,5075589.281201035
nus-cs2103-AY1819S1_addressbook-level4,gamma,950.7709624972254,299152105.5773717
mat813_freebsd,powerlaw,1.046606710171246,739895603.9144036
redhat-openstack_openstack-puppet-modules,gamma,745.5145011021007,-516434005.773324
bcomdlc_bcom-homepage-archive,powerlaw,1.055456290760577,1330018637.798449
bcornielle_one_park_website,norm,1570281845.9961562,8229633.8476012
debiancn_debian.org,gamma,3.0584267224922703,887172167.4924688
theiuf_theiuf.github.io,powerlaw,1.3407280351582358,1594035482.8595324
thingles_micro.thingelstad.com,norm,1522523415.0118592,10067191.91353922
IonicaBizau_I-Love-Octocats,expon,1409722880.0,43126106.91056013
keybase_client,norm,1519336410.7398455,42726955.86179086
briggySmalls_skin-deep-server,gamma,18.697309628300758,1176045172.4350214
Alfro_illacceptanything,norm,1324233602.2171087,373159448.5240084
Reese-D_my_emacs,gamma,4415.729112587029,-4553366384.153149
joker-eph_clangllvm,powerlaw,8.245702641986446,-594352.733371986
se-edu_duke,powerlaw,1.061338842666383,1563202524.0425034
mycila_license-maven-plugin,norm,1280169732.5838819,67757655.79674388
scriptzteam_BitCoin-MemPool-Fees-v.1.1,powerlaw,0.9864160913837238,1527782542.9999998
gitlab.com_quicla_platform/external/v8,rayleigh,1459182215.3632143,68290036.73589855
zh99_www,norm,1542788526.8318079,6524787.615914677
everypolitician-scrapers_russia-duma-2016,exponpow,0.9510164058269487,1476344178.9999998
macports_macports-ports,powerlaw,1.585426543777122,1019320053.4107053
kumarrakesh_test,rayleigh,1523975120.8015716,3125567.3614366306
mapr_hadoop-common,rayleigh,1259687656.321508,130763081.76298574
dspinellis_linux-history-repo,lognorm,10.034469250242097,959130899.9999998
WangKiven_android-development,powerlaw,1.6068800851232268,1208612696.9643216
jbosstools_jbosstools-base,gamma,10.990199077333124,1026190354.2057234
OPS-E2E-PPE_E2E_DocsBranch_Dynamic,powerlaw,0.9078918461038452,1487049648.9999998
gatsbyjs_gatsby,cauchy,1556136490.447054,21305635.578623198
zteeed_Github-Drawings-tmp,cauchy,1552359722.024898,140506.52198660607
PreMiD_Strings,cauchy,1584462311.036199,1474243.9327888733
kszr_cs225-fa12-mp7,expon,0.0,14303173.702858366
RhXKGxbwQHmTREDU_test,gamma,1.5796615844853834,1570328747.5163088
hakimel_reveal.js,gamma,67195.39062297973,-17903603843.07821
barryclark_jekyll-now,norm,1496392047.334206,64706052.907061756
d12_test,rayleigh,1547992452.3895352,492548.7331566735
whsieh2_CS225,expon,0.0,76872262.04733057
python-git_python,norm,1062953158.4152346,130687341.42030343
5john_5john,powerlaw,1.2886095444496763,1569729735.4466054
akka_akka,rayleigh,1229240954.0835228,147209866.6537401
ros-gbp_ros_comm-release,powerlaw,0.7354569280477496,1348885826.9999998
JackDanger_autodeployer,rayleigh,1497980445.7014592,6968605.378188898
gitlab.com_quicla_platform/external/skia,powerlaw,3.897564050415479,1158529710.936781
rhos-infra_InfraRed,rayleigh,1455983982.1430757,64361625.00678168
brad-lewis_openzfs,powerlaw,1.1487896843386076,1118718967.519106
tmtmtmtm_mexico-diputados,lognorm,0.20123848285780754,1432671385.7988873
x9mdwe5q_ncovlog,powerlaw,1.2397416512731176,1580204992.8324518
adhikari18_repo,gamma,20.81137704358679,1466537894.3115444
yjtdh_ma_resub,gamma,94.27105714280029,1537590706.6127248
simonAllier_sosie-exp,cauchy,1426172757.8842149,10729868.268119933
sourceforge.net_glibc-kopensolaris,norm,968462017.1435806,125799567.24950467
rashadkm_grass_cmake,norm,1246183034.9997373,132549175.98418534
openstack_nova,gamma,110.96441608501718,649794370.8992591
lunar-linux_moonbase-other,gamma,4.805121120832895,962018003.2640517
parkr_status,norm,1557316279.3154607,33643187.44715282
ssbattousai_Cuda14,powerlaw,0.8627620262089626,1458836954.9999998
apache_karaf,rayleigh,1129626023.6252172,175987351.71842474
opendaylight_mdsal,gamma,482.8073194571841,485436472.08230996
nx111_enigma2,powerlaw,2.2928496164564516,1054375166.219671
learn-co-students_javascript-arrays-bootcamp-prep-000,gamma,490.60971807112173,775978149.4866829
apache_ignite,norm,1510987850.201598,59886328.862361245
dreamsxin_zabbix,norm,1326195987.781999,87062073.50774765
UCSF-HPC_wynton-slash2,gamma,503.5171520762942,1350370573.9309359
joyent_pkgsrc-legacy,norm,1254587450.0915883,166098555.29000497
gitlab.com_vgrteam_what-a-dev,cauchy,1546390333.4474943,903506.8515553115
influxdata_telegraf,norm,1532224547.7363067,42627732.11624455
happysimon123_learngit,powerlaw,1.4637381199651829,1563975289.956214
kkjeer_bot-test,cauchy,1599651603.0716257,6771481.358785246
helm_charts,norm,1548958546.2850986,28732209.970488854
unicode-org_icu,powerlaw,0.8486939627074693,934840251.9999999
Slicer_SlicerGitSVNArchive,cauchy,1310282004.251346,57649359.034532115
angular_angular,norm,1521257411.963397,51586234.27116091
apache_incubator-mxnet,gamma,583.2613013313094,526904909.2738415
buildroot_buildroot,powerlaw,2.4406601852917893,945215649.5137359
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/lkml/3,powerlaw,1.1012173485088772,1357131131.1443605
easylist_easylist,powerlaw,0.9793595173996616,1259528358.9999998
zsxs2_zs,gamma,1.941740129363767,1534853144.9153755
jgallagher59701_DAP4-schema,rayleigh,1082067990.5798738,112895484.01322572
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/stable/0,powerlaw,2.499198787728843,1291056503.0168152
bharath1995_trunk,rayleigh,996252790.0458423,171328887.47909492
git.kernel.org_pub_scm/public-inbox/vger.kernel.org/lkml/0,powerlaw,2.376420764155105,881617707.5404491
moceap_scribus-1,powerlaw,5.1315256981906465,756401350.8420651
